# y   z   Energy(Ry)
0.000000   0.000000   
0.791667   0.041667   -446.77267968
0.791667   0.083333   -447.24728276
0.791667   0.125000   -447.81955120
0.791667   0.166667   -448.33948361
0.791667   0.208334   -448.75007216
0.791667   0.250000   -449.05448684
0.791667   0.291667   -449.27480271
0.791667   0.333334   -449.43262165
0.791667   0.375000   -449.54282814
0.791667   0.416667   -449.61529224
0.791667   0.458334   -449.65631232
0.791667   0.500000   -449.66958163
0.791667   0.541667   -449.65631168
0.791667   0.583334   -449.61529090
0.791667   0.625001   -449.54282598
0.791667   0.666667   -449.43261848
0.791667   0.708334   -449.27479824
0.791667   0.750001   -449.05448064
0.791667   0.791667   -448.75006389
0.791667   0.833334   -448.33947237
0.791667   0.875001   -447.81953769
0.791667   0.916667   -447.24728276
0.791667   0.958334   -446.77267108
0.791667   1.000001   -446.58563003
0.833334   0.000000   -443.66237687
0.833334   0.041667   -444.15837111
0.833334   0.083333   -445.33160436
0.833334   0.125000   -446.60008110
0.833334   0.166667   -447.62212831
0.833334   0.208334   -448.33948637
0.833334   0.250000   -448.81563843
0.833334   0.291667   -449.13102559
0.833334   0.333334   -449.34384601
0.833334   0.375000   -449.48766694
0.833334   0.416667   -449.58071258
0.833334   0.458334   -449.63301479
0.833334   0.500000   -449.64989571
0.833334   0.541667   -449.63301398
0.833334   0.583334   -449.58071087
0.833334   0.625001   -449.48766414
0.833334   0.666667   -449.34384182
0.833334   0.708334   -449.13101942
0.833334   0.750001   -448.81562922
0.833334   0.791667   -448.33947238
0.833334   0.833334   -447.62210778
0.833334   0.875001   -446.60005294
0.833334   0.916667   -445.33160435
0.833334   0.958334   -444.15834876
0.833334   1.000001   -443.66237695
0.875001   0.000000   -437.06114243
0.875001   0.041667   -438.54085978
0.875001   0.083333   -441.68797208
0.875001   0.125000   -444.60037166
0.875001   0.166667   -446.60009041
0.875001   0.208334   -447.81955995
0.875001   0.250000   -448.54096856
0.875001   0.291667   -448.97696564
0.875001   0.333334   -449.25268086
0.875001   0.375000   -449.43218224
0.875001   0.416667   -449.54631001
0.875001   0.458334   -449.60990391
0.875001   0.500000   -449.63033999
0.875001   0.541667   -449.60990293
0.875001   0.583334   -449.54630791
0.875001   0.625001   -449.43217880
0.875001   0.666667   -449.25267557
0.875001   0.708334   -448.97695745
0.875001   0.750001   -448.54095534
0.875001   0.791667   -447.81953768
0.875001   0.833334   -446.60005292
0.875001   0.875001   -444.60031247
0.875001   0.916667   -441.68797207
0.875001   0.958334   -438.54079522
0.875001   1.000001   -437.06114256
0.916667   0.000000   -421.08609874
0.916667   0.041667   -426.32633049
0.916667   0.083333   -435.24455163
0.916667   0.125000   -441.68808926
0.916667   0.166667   -445.33166687
0.916667   0.208334   -447.24731555
0.916667   0.250000   -448.26442098
0.916667   0.291667   -448.83148404
0.916667   0.333334   -449.17015627
0.916667   0.375000   -449.38317839
0.916667   0.416667   -449.51629223
0.916667   0.458334   -449.58991831
0.916667   0.500000   -449.61349273
0.916667   0.541667   -449.58991717
0.916667   0.583334   -449.51628980
0.916667   0.625001   -449.38317435
0.916667   0.666667   -449.17014992
0.916667   0.708334   -448.83147376
0.916667   0.750001   -448.26440320
0.916667   0.791667   -447.24728278
0.916667   0.833334   -445.33160437
0.916667   0.875001   -441.68797208
0.916667   0.916667   -435.24455163
0.916667   0.958334   -426.32611954
0.916667   1.000001   -421.08609891
0.958334   0.000000   -369.90092449
0.958334   0.041667   -400.02523270
0.958334   0.083333   -426.32611954
0.958334   0.125000   -438.54098908
0.958334   0.166667   -444.15843810
0.958334   0.208334   -446.77271357
0.958334   0.250000   -448.05088173
0.958334   0.291667   -448.72433582
0.958334   0.333334   -449.11120286
0.958334   0.375000   -449.34904166
0.958334   0.416667   -449.49571748
0.958334   0.458334   -449.57632997
0.958334   0.500000   -449.60206279
0.958334   0.541667   -449.57632872
0.958334   0.583334   -449.49571482
0.958334   0.625001   -449.34903720
0.958334   0.666667   -449.11119570
0.958334   0.708334   -448.72432390
0.958334   0.750001   -448.05086013
0.958334   0.791667   -446.77267110
0.958334   0.833334   -444.15834877
0.958334   0.875001   -438.54079523
0.958334   0.916667   -426.32611954
0.958334   0.958334   -400.02436287
0.958334   1.000001   -369.90092460
1.000001   0.000000   
1.000001   0.041667   -369.90339718
1.000001   0.083333   -421.08609860
1.000001   0.125000   -437.06137718
1.000001   0.166667   -443.66247846
1.000001   0.208334   -446.58567656
1.000001   0.250000   -447.97074657
1.000001   0.291667   -448.68509651
1.000001   0.333334   -449.08975375
1.000001   0.375000   -449.33680407
1.000001   0.416667   -449.48837699
1.000001   0.458334   -449.57146748
1.000001   0.500000   -449.59796684
1.000001   0.541667   -449.57146613
1.000001   0.583334   -449.48837410
1.000001   0.625001   -449.33679923
1.000001   0.666667   -449.08974603
1.000001   0.708334   -448.68508376
1.000001   0.750001   -447.97072337
1.000001   0.791667   -446.58563008
1.000001   0.833334   -443.66237699
1.000001   0.875001   -437.06114259
1.000001   0.916667   -421.08609890
1.000001   0.958334   -369.90092454
1.000001   1.000001   
