# y   z   Energy(Ry)
0.000000   0.000000   
0.866666   0.500000   -449.63412671
0.866666   0.533333   -449.62152957
0.866666   0.566666   -449.58287443
0.866666   0.599999   -449.51541144
0.866666   0.633333   -449.41414668
0.866666   0.666666   -449.27064919
0.866666   0.699999   -449.06982919
0.866666   0.733333   -448.78494437
0.866666   0.766666   -448.37008740
0.866666   0.799999   -447.75219983
0.866666   0.833333   -446.82917039
0.866666   0.866666   -445.48665755
0.866666   0.899999   -443.66442471
0.866666   0.933332   -441.52317565
0.866666   0.966666   -439.63656450
0.866666   0.999999   -438.85956206
0.899999   0.000000   -429.30943181
0.899999   0.033333   -431.35891482
0.899999   0.066667   -435.86727195
0.899999   0.100000   -440.33106362
0.899999   0.133333   -443.66434318
0.899999   0.166667   -445.85475408
0.899999   0.200000   -447.22350273
0.899999   0.233333   -448.07346976
0.899999   0.266666   -448.61068412
0.899999   0.300000   -448.96208345
0.899999   0.333333   -449.20122671
0.899999   0.366666   -449.36822146
0.899999   0.400000   -449.48452324
0.899999   0.433333   -449.56149075
0.899999   0.466666   -449.60542882
0.899999   0.500000   -449.61971571
0.899999   0.533333   -449.60542968
0.899999   0.566666   -449.56149254
0.899999   0.599999   -449.48452610
0.899999   0.633333   -449.36822564
0.899999   0.666666   -449.20123266
0.899999   0.699999   -448.96209205
0.899999   0.733333   -448.61069696
0.899999   0.766666   -448.07348976
0.899999   0.799999   -447.22353475
0.899999   0.833333   -445.85475408
0.899999   0.866666   -443.66442471
0.899999   0.899999   -440.33118235
0.899999   0.933332   -435.86741595
0.899999   0.966666   -431.35902756
0.899999   0.999999   -429.30943166
0.933332   0.000000   -408.42775676
0.933332   0.033333   -415.13721455
0.933332   0.066667   -426.84260289
0.933332   0.100000   -435.86719981
0.933332   0.133333   -441.52304680
0.933332   0.166667   -444.82024758
0.933332   0.200000   -446.70457158
0.933332   0.233333   -447.79852075
0.933332   0.266666   -448.45597734
0.933332   0.300000   -448.86943507
0.933332   0.333333   -449.14284917
0.933332   0.366666   -449.33024413
0.933332   0.400000   -449.45927722
0.933332   0.433333   -449.54417457
0.933332   0.466666   -449.59247382
0.933332   0.500000   -449.60815342
0.933332   0.533333   -449.59247477
0.933332   0.566666   -449.54417654
0.933332   0.599999   -449.45928038
0.933332   0.633333   -449.33024877
0.933332   0.666666   -449.14285590
0.933332   0.699999   -448.86944502
0.933332   0.733333   -448.45599271
0.933332   0.766666   -447.79854575
0.933332   0.799999   -446.70461390
0.933332   0.833333   -444.82024758
0.933332   0.866666   -441.52317566
0.933332   0.899999   -435.86741595
0.933332   0.933332   -426.84292787
0.933332   0.966666   -415.13755426
0.933332   0.999999   -408.42775662
0.966666   0.000000   -344.13476429
0.966666   0.033333   -381.86064513
0.966666   0.066667   -415.13687467
0.966666   0.100000   -431.35868903
0.966666   0.133333   -439.63638797
0.966666   0.166667   -443.98701990
0.966666   0.200000   -446.31341684
0.966666   0.233333   -447.60073389
0.966666   0.266666   -448.34819572
0.966666   0.300000   -448.80613367
0.966666   0.333333   -449.10358544
0.966666   0.366666   -449.30511897
0.966666   0.400000   -449.44276299
0.966666   0.433333   -449.53288387
0.966666   0.466666   -449.58402757
0.966666   0.500000   -449.60060695
0.966666   0.533333   -449.58402857
0.966666   0.566666   -449.53288596
0.966666   0.599999   -449.44276635
0.966666   0.633333   -449.30512395
0.966666   0.666666   -449.10359270
0.966666   0.699999   -448.80614456
0.966666   0.733333   -448.34821293
0.966666   0.766666   -447.60076272
0.966666   0.799999   -446.31346763
0.966666   0.833333   -443.98701990
0.966666   0.866666   -439.63656452
0.966666   0.899999   -431.35902758
0.966666   0.933332   -415.13755427
0.966666   0.966666   -381.86200966
0.966666   0.999999   -344.13476428
0.999999   0.000000   
0.999999   0.033333   -344.13089748
0.999999   0.066667   -408.42680028
0.999999   0.100000   -429.30902914
0.999999   0.133333   -438.85936451
0.999999   0.166667   -443.66247865
0.999999   0.200000   -446.16708523
0.999999   0.233333   -447.52908106
0.999999   0.266666   -448.31006177
0.999999   0.300000   -448.78386106
0.999999   0.333333   -449.08974603
0.999999   0.366666   -449.29632520
0.999999   0.400000   -449.43700084
0.999999   0.433333   -449.52894260
0.999999   0.466666   -449.58107344
0.999999   0.500000   -449.59796684
0.999999   0.533333   -449.58107452
0.999999   0.566666   -449.52894485
0.999999   0.599999   -449.43700444
0.999999   0.633333   -449.29633052
0.999999   0.666666   -449.08975375
0.999999   0.699999   -448.78387251
0.999999   0.733333   -448.31007982
0.999999   0.766666   -447.52911135
0.999999   0.799999   -446.16713924
0.999999   0.833333   -443.66247846
0.999999   0.866666   -438.85956208
0.999999   0.899999   -429.30943167
0.999999   0.933332   -408.42775665
0.999999   0.966666   -344.13476436
0.999999   0.999999   
